benchmark,config,status,solved,sat,unsat,noproperty,best,time_cpu,memory
eca-rers2012/Problem15_label38.yml,uautomizer_default,ok,1,1,0,0,0,232.7,1518.2
eca-rers2012/Problem15_label39.yml,cbmc_default,ok,2,2,0,0,1,133.5,1172.7
eca-rers2012/Problem15_label39.yml,esbmc_default,ee,0,0,0,0,0,218.9,887.8
eca-rers2012/Problem15_label39.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.8,1013.7
eca-rers2012/Problem15_label39.yml,uautomizer_default,ok,1,1,0,0,0,253.4,1771.8
eca-rers2012/Problem15_label40.yml,cbmc_default,ok,2,2,0,0,1,134.7,1119.6
eca-rers2012/Problem15_label40.yml,esbmc_default,ee,0,0,0,0,0,253.2,1154.3
eca-rers2012/Problem15_label40.yml,uautomizer_bitprecise,ee,0,0,0,0,0,241.4,1026.7
eca-rers2012/Problem15_label40.yml,uautomizer_default,ok,1,1,0,0,0,242.5,1718.3
eca-rers2012/Problem15_label41.yml,cbmc_default,ok,2,2,0,0,1,143.1,1111.4
eca-rers2012/Problem15_label41.yml,esbmc_default,ee,0,0,0,0,0,202.8,904.5
eca-rers2012/Problem15_label41.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,734.3
eca-rers2012/Problem15_label41.yml,uautomizer_default,ok,1,1,0,0,0,232.8,1360.7
eca-rers2012/Problem15_label42.yml,cbmc_default,ee,0,0,0,0,0,875.8,3121.8
eca-rers2012/Problem15_label42.yml,esbmc_default,to,0,0,0,0,0,900.9,1543.9
eca-rers2012/Problem15_label42.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,892.4
eca-rers2012/Problem15_label42.yml,uautomizer_default,ok,1,0,1,0,1,187.7,1256.5
eca-rers2012/Problem15_label43.yml,cbmc_default,ee,0,0,0,0,0,875.7,3356.2
eca-rers2012/Problem15_label43.yml,esbmc_default,ok,1,0,1,0,0,391.4,924.9
eca-rers2012/Problem15_label43.yml,uautomizer_bitprecise,ee,0,0,0,0,0,239.2,973.7
eca-rers2012/Problem15_label43.yml,uautomizer_default,ok,1,0,1,0,1,217.5,1533.9
eca-rers2012/Problem15_label44.yml,cbmc_default,ee,0,0,0,0,0,875.7,3108.5
eca-rers2012/Problem15_label44.yml,esbmc_default,to,0,0,0,0,0,900.9,2213.0
eca-rers2012/Problem15_label44.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,953.2
eca-rers2012/Problem15_label44.yml,uautomizer_default,ok,1,0,1,0,1,553.1,2413.4
eca-rers2012/Problem15_label45.yml,cbmc_default,ok,2,2,0,0,1,113.2,1134.8
eca-rers2012/Problem15_label45.yml,esbmc_default,ee,0,0,0,0,0,48.4,824.1
eca-rers2012/Problem15_label45.yml,uautomizer_bitprecise,ee,0,0,0,0,0,238.4,981.5
eca-rers2012/Problem15_label45.yml,uautomizer_default,ok,1,1,0,0,0,214.4,1372.6
eca-rers2012/Problem15_label46.yml,cbmc_default,ee,0,0,0,0,0,875.7,3139.4
eca-rers2012/Problem15_label46.yml,esbmc_default,to,0,0,0,0,0,900.9,2216.7
eca-rers2012/Problem15_label46.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.4,1100.5
eca-rers2012/Problem15_label46.yml,uautomizer_default,ok,1,0,1,0,1,501.9,2275.5
eca-rers2012/Problem15_label47.yml,cbmc_default,ok,2,2,0,0,1,144.7,1123.6
eca-rers2012/Problem15_label47.yml,esbmc_default,ee,0,0,0,0,0,214.4,888.6
eca-rers2012/Problem15_label47.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.3,1121.8
eca-rers2012/Problem15_label47.yml,uautomizer_default,ok,1,1,0,0,0,260.8,2179.0
eca-rers2012/Problem15_label48.yml,cbmc_default,ok,2,2,0,0,1,128.1,1139.9
eca-rers2012/Problem15_label48.yml,esbmc_default,ee,0,0,0,0,0,198.9,879.3
eca-rers2012/Problem15_label48.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.8,825.2
eca-rers2012/Problem15_label48.yml,uautomizer_default,ok,1,1,0,0,0,210.5,1311.2
eca-rers2012/Problem15_label49.yml,cbmc_default,ee,0,0,0,0,0,875.4,3105.4
eca-rers2012/Problem15_label49.yml,esbmc_default,ok,1,0,1,0,1,211.4,874.2
eca-rers2012/Problem15_label49.yml,uautomizer_bitprecise,ee,0,0,0,0,0,267.7,970.0
eca-rers2012/Problem15_label49.yml,uautomizer_default,ok,1,0,1,0,0,338.6,1811.8
eca-rers2012/Problem15_label50.yml,cbmc_default,ok,2,2,0,0,1,122.4,1110.6
eca-rers2012/Problem15_label50.yml,esbmc_default,ee,0,0,0,0,0,198.3,885.2
eca-rers2012/Problem15_label50.yml,uautomizer_bitprecise,to,0,0,0,0,0,902.2,980.7
eca-rers2012/Problem15_label50.yml,uautomizer_default,ok,1,1,0,0,0,202.6,1195.8
eca-rers2012/Problem15_label51.yml,cbmc_default,ok,2,2,0,0,1,120.0,1100.6
eca-rers2012/Problem15_label51.yml,esbmc_default,ee,0,0,0,0,0,223.7,879.9
eca-rers2012/Problem15_label51.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,896.8
eca-rers2012/Problem15_label51.yml,uautomizer_default,ok,1,1,0,0,0,202.0,1112.6
eca-rers2012/Problem15_label52.yml,cbmc_default,ee,0,0,0,0,0,875.8,3249.2
eca-rers2012/Problem15_label52.yml,esbmc_default,to,0,0,0,0,0,900.9,2288.6
eca-rers2012/Problem15_label52.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.1,896.6
eca-rers2012/Problem15_label52.yml,uautomizer_default,ok,1,0,1,0,1,412.8,1954.7
eca-rers2012/Problem15_label53.yml,cbmc_default,ee,0,0,0,0,0,875.8,3283.4
eca-rers2012/Problem15_label53.yml,esbmc_default,to,0,0,0,0,0,901.0,2203.3
eca-rers2012/Problem15_label53.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.4,748.6
eca-rers2012/Problem15_label53.yml,uautomizer_default,ok,1,0,1,0,1,196.5,1154.4
eca-rers2012/Problem15_label54.yml,cbmc_default,ee,0,0,0,0,0,875.6,3082.0
eca-rers2012/Problem15_label54.yml,esbmc_default,to,0,0,0,0,0,901.0,2231.7
eca-rers2012/Problem15_label54.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,1096.5
eca-rers2012/Problem15_label54.yml,uautomizer_default,ok,1,0,1,0,1,193.6,1204.2
eca-rers2012/Problem15_label55.yml,cbmc_default,ee,0,0,0,0,0,875.7,3161.8
eca-rers2012/Problem15_label55.yml,esbmc_default,ok,1,0,1,0,1,169.7,887.9
eca-rers2012/Problem15_label55.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,734.8
eca-rers2012/Problem15_label55.yml,uautomizer_default,to,0,0,0,0,0,900.6,1617.1
eca-rers2012/Problem15_label56.yml,cbmc_default,ee,0,0,0,0,0,875.4,3298.8
eca-rers2012/Problem15_label56.yml,esbmc_default,ok,1,0,1,0,1,140.1,860.3
eca-rers2012/Problem15_label56.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,732.4
eca-rers2012/Problem15_label56.yml,uautomizer_default,ok,1,0,1,0,0,889.4,1529.6
eca-rers2012/Problem15_label57.yml,cbmc_default,ee,0,0,0,0,0,875.7,3138.8
eca-rers2012/Problem15_label57.yml,esbmc_default,to,0,0,0,0,0,901.0,2261.2
eca-rers2012/Problem15_label57.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,1068.9
eca-rers2012/Problem15_label57.yml,uautomizer_default,ok,1,0,1,0,1,225.2,1394.2
eca-rers2012/Problem15_label58.yml,cbmc_default,ee,0,0,0,0,0,875.4,3229.2
eca-rers2012/Problem15_label58.yml,esbmc_default,ok,1,0,1,0,1,174.9,843.3
eca-rers2012/Problem15_label58.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,898.5
eca-rers2012/Problem15_label58.yml,uautomizer_default,ok,1,0,1,0,0,216.5,1269.2
eca-rers2012/Problem15_label59.yml,cbmc_default,ee,0,0,0,0,0,875.7,3335.6
eca-rers2012/Problem15_label59.yml,esbmc_default,to,0,0,0,0,0,901.0,2255.7
eca-rers2012/Problem15_label59.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,779.8
eca-rers2012/Problem15_label59.yml,uautomizer_default,to,0,0,0,0,0,900.8,2366.1
eca-rers2012/Problem16_label00.yml,cbmc_default,ee,0,0,0,0,0,875.6,2070.5
eca-rers2012/Problem16_label00.yml,esbmc_default,to,0,0,0,0,0,900.9,1107.2
eca-rers2012/Problem16_label00.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.8,729.9
eca-rers2012/Problem16_label00.yml,uautomizer_default,ok,1,1,0,0,1,417.7,2241.0
eca-rers2012/Problem16_label01.yml,cbmc_default,ee,0,0,0,0,0,875.6,1387.9
eca-rers2012/Problem16_label01.yml,esbmc_default,to,0,0,0,0,0,900.9,1534.6
eca-rers2012/Problem16_label01.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.1,685.7
eca-rers2012/Problem16_label01.yml,uautomizer_default,ok,1,1,0,0,1,392.9,2043.9
eca-rers2012/Problem16_label02.yml,cbmc_default,ee,0,0,0,0,0,875.6,2030.4
eca-rers2012/Problem16_label02.yml,esbmc_default,to,0,0,0,0,0,900.9,1513.4
eca-rers2012/Problem16_label02.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.0,1004.0
eca-rers2012/Problem16_label02.yml,uautomizer_default,ok,1,0,1,0,1,716.4,2469.1
eca-rers2012/Problem16_label03.yml,cbmc_default,ok,2,2,0,0,1,643.7,2039.5
eca-rers2012/Problem16_label03.yml,esbmc_default,to,0,0,0,0,0,900.9,1697.4
eca-rers2012/Problem16_label03.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,675.4
eca-rers2012/Problem16_label03.yml,uautomizer_default,to,0,0,0,0,0,901.1,2785.6
eca-rers2012/Problem16_label04.yml,cbmc_default,ok,2,2,0,0,1,680.9,2047.4
eca-rers2012/Problem16_label04.yml,esbmc_default,ee,0,0,0,0,0,595.3,1416.1
eca-rers2012/Problem16_label04.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.8,829.7
eca-rers2012/Problem16_label04.yml,uautomizer_default,ok,1,1,0,0,0,356.2,2262.6
eca-rers2012/Problem16_label05.yml,cbmc_default,ok,2,2,0,0,1,608.6,2065.5
eca-rers2012/Problem16_label05.yml,esbmc_default,ee,0,0,0,0,0,874.0,1705.6
eca-rers2012/Problem16_label05.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,642.2
eca-rers2012/Problem16_label05.yml,uautomizer_default,ok,1,1,0,0,0,415.0,2176.7
eca-rers2012/Problem16_label06.yml,cbmc_default,ok,2,2,0,0,1,621.5,2000.7
eca-rers2012/Problem16_label06.yml,esbmc_default,to,0,0,0,0,0,900.9,1702.4
eca-rers2012/Problem16_label06.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.3,1068.7
eca-rers2012/Problem16_label06.yml,uautomizer_default,ok,1,1,0,0,0,403.5,2102.2
eca-rers2012/Problem16_label07.yml,cbmc_default,ee,0,0,0,0,0,875.5,2079.2
eca-rers2012/Problem16_label07.yml,esbmc_default,ok,1,0,1,0,1,48.1,379.9
eca-rers2012/Problem16_label07.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.4,598.6
eca-rers2012/Problem16_label07.yml,uautomizer_default,ok,1,0,1,0,0,183.9,1355.8
eca-rers2012/Problem16_label08.yml,cbmc_default,ok,2,2,0,0,1,668.1,1937.6
eca-rers2012/Problem16_label08.yml,esbmc_default,ee,0,0,0,0,0,591.0,1668.9
eca-rers2012/Problem16_label08.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,639.7
eca-rers2012/Problem16_label08.yml,uautomizer_default,ok,1,1,0,0,0,479.8,2665.2
eca-rers2012/Problem16_label09.yml,cbmc_default,ee,0,0,0,0,0,875.7,2235.7
eca-rers2012/Problem16_label09.yml,esbmc_default,ok,1,0,1,0,1,19.3,377.6
eca-rers2012/Problem16_label09.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.2,638.1
eca-rers2012/Problem16_label09.yml,uautomizer_default,ok,1,0,1,0,0,175.5,1064.1
eca-rers2012/Problem16_label10.yml,cbmc_default,ee,0,0,0,0,0,875.6,2645.4
eca-rers2012/Problem16_label10.yml,esbmc_default,ok,1,0,1,0,1,34.2,377.3
eca-rers2012/Problem16_label10.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.0,640.7
eca-rers2012/Problem16_label10.yml,uautomizer_default,ok,1,0,1,0,0,155.2,1166.8
eca-rers2012/Problem16_label11.yml,cbmc_default,ee,0,0,0,0,0,875.6,2508.2
eca-rers2012/Problem16_label11.yml,esbmc_default,ok,1,0,1,0,1,16.5,379.8
eca-rers2012/Problem16_label11.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.0,621.3
eca-rers2012/Problem16_label11.yml,uautomizer_default,ok,1,0,1,0,0,190.6,1361.4
eca-rers2012/Problem16_label12.yml,cbmc_default,ee,0,0,0,0,0,875.6,2000.3
eca-rers2012/Problem16_label12.yml,esbmc_default,ok,1,0,1,0,1,16.1,375.9
eca-rers2012/Problem16_label12.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.9,651.8
eca-rers2012/Problem16_label12.yml,uautomizer_default,ok,1,0,1,0,0,149.4,1185.3
eca-rers2012/Problem16_label13.yml,cbmc_default,ee,0,0,0,0,0,875.6,2115.5
eca-rers2012/Problem16_label13.yml,esbmc_default,ok,1,0,1,0,1,16.4,379.7
eca-rers2012/Problem16_label13.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.2,689.8
eca-rers2012/Problem16_label13.yml,uautomizer_default,ok,1,0,1,0,0,198.2,1267.4
eca-rers2012/Problem16_label14.yml,cbmc_default,ok,2,2,0,0,1,824.9,1998.1
eca-rers2012/Problem16_label14.yml,esbmc_default,ee,0,0,0,0,0,582.4,1718.9
eca-rers2012/Problem16_label14.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,729.6
eca-rers2012/Problem16_label14.yml,uautomizer_default,to,0,0,0,0,0,900.9,2266.6
eca-rers2012/Problem16_label15.yml,cbmc_default,ok,2,2,0,0,1,635.2,2016.1
eca-rers2012/Problem16_label15.yml,esbmc_default,ee,0,0,0,0,0,501.2,1605.0
eca-rers2012/Problem16_label15.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,904.2
eca-rers2012/Problem16_label15.yml,uautomizer_default,ok,1,1,0,0,0,371.3,2209.0
eca-rers2012/Problem16_label16.yml,cbmc_default,ee,0,0,0,0,0,875.5,2038.9
eca-rers2012/Problem16_label16.yml,esbmc_default,ok,1,0,1,0,1,29.1,379.8
eca-rers2012/Problem16_label16.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.2,809.3
eca-rers2012/Problem16_label16.yml,uautomizer_default,ok,1,0,1,0,0,175.4,1114.9
eca-rers2012/Problem16_label17.yml,cbmc_default,ee,0,0,0,0,0,875.6,2087.8
eca-rers2012/Problem16_label17.yml,esbmc_default,ok,1,0,1,0,1,16.4,379.6
eca-rers2012/Problem16_label17.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.9,630.6
eca-rers2012/Problem16_label17.yml,uautomizer_default,ok,1,0,1,0,0,186.7,1170.4
eca-rers2012/Problem16_label18.yml,cbmc_default,ok,2,2,0,0,1,700.9,2045.9
eca-rers2012/Problem16_label18.yml,esbmc_default,to,0,0,0,0,0,900.9,1670.1
eca-rers2012/Problem16_label18.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.2,646.3
eca-rers2012/Problem16_label18.yml,uautomizer_default,ok,1,1,0,0,0,767.4,2525.9
eca-rers2012/Problem16_label19.yml,cbmc_default,ee,0,0,0,0,0,875.2,2089.4
eca-rers2012/Problem16_label19.yml,esbmc_default,ok,1,0,1,0,1,52.8,378.1
eca-rers2012/Problem16_label19.yml,uautomizer_bitprecise,ok,1,0,1,0,0,572.0,1054.5
eca-rers2012/Problem16_label19.yml,uautomizer_default,ok,1,0,1,0,0,203.3,1263.3
eca-rers2012/Problem16_label20.yml,cbmc_default,ok,2,2,0,0,1,630.4,2031.7
eca-rers2012/Problem16_label20.yml,esbmc_default,to,0,0,0,0,0,900.9,2204.6
eca-rers2012/Problem16_label20.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.3,869.2
eca-rers2012/Problem16_label20.yml,uautomizer_default,ok,1,1,0,0,0,513.2,2113.1
eca-rers2012/Problem16_label21.yml,cbmc_default,ee,0,0,0,0,0,875.5,2488.1
eca-rers2012/Problem16_label21.yml,esbmc_default,ok,1,0,1,0,1,26.4,377.5
eca-rers2012/Problem16_label21.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.3,731.3
eca-rers2012/Problem16_label21.yml,uautomizer_default,ok,1,0,1,0,0,282.8,1839.7
eca-rers2012/Problem16_label22.yml,cbmc_default,ok,2,2,0,0,1,732.4,1968.1
eca-rers2012/Problem16_label22.yml,esbmc_default,to,0,0,0,0,0,900.9,1827.3
eca-rers2012/Problem16_label22.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,782.3
eca-rers2012/Problem16_label22.yml,uautomizer_default,to,0,0,0,0,0,901.2,2116.3
eca-rers2012/Problem16_label23.yml,cbmc_default,ee,0,0,0,0,0,875.4,1991.6
eca-rers2012/Problem16_label23.yml,esbmc_default,ok,1,0,1,0,1,16.1,377.4
eca-rers2012/Problem16_label23.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.1,627.3
eca-rers2012/Problem16_label23.yml,uautomizer_default,ok,1,0,1,0,0,198.8,1358.1
eca-rers2012/Problem16_label24.yml,cbmc_default,ee,0,0,0,0,0,875.5,2722.7
eca-rers2012/Problem16_label24.yml,esbmc_default,ok,1,0,1,0,1,16.1,373.5
eca-rers2012/Problem16_label24.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,685.1
eca-rers2012/Problem16_label24.yml,uautomizer_default,ok,1,0,1,0,0,167.1,1130.4
eca-rers2012/Problem16_label25.yml,cbmc_default,ee,0,0,0,0,0,875.6,2640.0
eca-rers2012/Problem16_label25.yml,esbmc_default,ok,1,0,1,0,1,16.2,377.2
eca-rers2012/Problem16_label25.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,681.6
eca-rers2012/Problem16_label25.yml,uautomizer_default,ok,1,0,1,0,0,190.5,1496.7
eca-rers2012/Problem16_label26.yml,cbmc_default,ee,0,0,0,0,0,875.6,2516.7
eca-rers2012/Problem16_label26.yml,esbmc_default,ok,1,0,1,0,1,15.9,377.5
eca-rers2012/Problem16_label26.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.4,736.4
eca-rers2012/Problem16_label26.yml,uautomizer_default,ok,1,0,1,0,0,201.0,1662.8
eca-rers2012/Problem16_label27.yml,cbmc_default,ok,2,2,0,0,1,638.9,1973.6
eca-rers2012/Problem16_label27.yml,esbmc_default,ee,0,0,0,0,0,648.7,1646.9
eca-rers2012/Problem16_label27.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.3,679.5
eca-rers2012/Problem16_label27.yml,uautomizer_default,to,0,0,0,0,0,900.9,2379.9
eca-rers2012/Problem16_label28.yml,cbmc_default,ee,0,0,0,0,0,875.6,2090.9
eca-rers2012/Problem16_label28.yml,esbmc_default,ok,1,0,1,0,1,27.2,369.3
eca-rers2012/Problem16_label28.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.2,663.9
eca-rers2012/Problem16_label28.yml,uautomizer_default,ok,1,0,1,0,0,261.3,1606.1
eca-rers2012/Problem16_label29.yml,cbmc_default,ee,0,0,0,0,0,875.6,2065.1
eca-rers2012/Problem16_label29.yml,esbmc_default,ok,1,0,1,0,1,26.7,377.4
eca-rers2012/Problem16_label29.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.4,741.3
eca-rers2012/Problem16_label29.yml,uautomizer_default,ok,1,0,1,0,0,162.2,1275.8
eca-rers2012/Problem16_label30.yml,cbmc_default,ok,2,2,0,0,1,652.8,1957.7
eca-rers2012/Problem16_label30.yml,esbmc_default,to,0,0,0,0,0,900.9,1817.4
eca-rers2012/Problem16_label30.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,735.1
eca-rers2012/Problem16_label30.yml,uautomizer_default,ok,1,1,0,0,0,443.1,2193.4
eca-rers2012/Problem16_label31.yml,cbmc_default,ok,2,2,0,0,1,666.5,2027.4
eca-rers2012/Problem16_label31.yml,esbmc_default,to,0,0,0,0,0,900.9,1701.4
eca-rers2012/Problem16_label31.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,755.1
eca-rers2012/Problem16_label31.yml,uautomizer_default,ok,1,1,0,0,0,613.7,2276.8
eca-rers2012/Problem16_label32.yml,cbmc_default,ee,0,0,0,0,0,875.6,2508.3
eca-rers2012/Problem16_label32.yml,esbmc_default,ok,1,0,1,0,1,26.5,379.6
eca-rers2012/Problem16_label32.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,789.2
eca-rers2012/Problem16_label32.yml,uautomizer_default,ok,1,0,1,0,0,208.6,1601.1
eca-rers2012/Problem16_label33.yml,cbmc_default,ok,2,2,0,0,1,502.9,1942.3
eca-rers2012/Problem16_label33.yml,esbmc_default,ee,0,0,0,0,0,591.6,1672.7
eca-rers2012/Problem16_label33.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.3,777.8
eca-rers2012/Problem16_label33.yml,uautomizer_default,to,0,0,0,0,0,901.1,2188.8
eca-rers2012/Problem16_label34.yml,cbmc_default,ee,0,0,0,0,0,875.6,2048.0
eca-rers2012/Problem16_label34.yml,esbmc_default,ok,1,0,1,0,1,60.5,384.5
eca-rers2012/Problem16_label34.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.9,764.0
eca-rers2012/Problem16_label34.yml,uautomizer_default,ok,1,0,1,0,0,178.6,1264.7
eca-rers2012/Problem16_label35.yml,cbmc_default,ee,0,0,0,0,0,875.6,2527.7
eca-rers2012/Problem16_label35.yml,esbmc_default,ok,1,0,1,0,1,68.3,389.2
eca-rers2012/Problem16_label35.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,752.0
eca-rers2012/Problem16_label35.yml,uautomizer_default,ok,1,0,1,0,0,177.7,1195.8
eca-rers2012/Problem16_label36.yml,cbmc_default,ee,0,0,0,0,0,875.4,2113.1
eca-rers2012/Problem16_label36.yml,esbmc_default,ok,1,0,1,0,1,56.7,379.7
eca-rers2012/Problem16_label36.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.0,659.2
eca-rers2012/Problem16_label36.yml,uautomizer_default,ok,1,0,1,0,0,198.9,1295.1
eca-rers2012/Problem16_label37.yml,cbmc_default,ok,2,2,0,0,1,629.0,2007.8
eca-rers2012/Problem16_label37.yml,esbmc_default,ee,0,0,0,0,0,799.2,1854.5
eca-rers2012/Problem16_label37.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.9,646.5
eca-rers2012/Problem16_label37.yml,uautomizer_default,ok,1,1,0,0,0,481.2,2069.0
eca-rers2012/Problem16_label38.yml,cbmc_default,ok,2,2,0,0,1,423.3,2035.5
eca-rers2012/Problem16_label38.yml,esbmc_default,ee,0,0,0,0,0,725.8,1695.3
eca-rers2012/Problem16_label38.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.2,1088.7
eca-rers2012/Problem16_label38.yml,uautomizer_default,ok,1,1,0,0,0,432.1,2109.0
eca-rers2012/Problem16_label39.yml,cbmc_default,ee,0,0,0,0,0,875.6,2519.0
eca-rers2012/Problem16_label39.yml,esbmc_default,ok,1,0,1,0,1,16.5,377.5
eca-rers2012/Problem16_label39.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.7,784.1
eca-rers2012/Problem16_label39.yml,uautomizer_default,ok,1,0,1,0,0,185.6,1368.8
eca-rers2012/Problem16_label40.yml,cbmc_default,ee,0,0,0,0,0,875.6,2582.7
eca-rers2012/Problem16_label40.yml,esbmc_default,ok,1,0,1,0,1,16.1,373.1
eca-rers2012/Problem16_label40.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.0,711.7
eca-rers2012/Problem16_label40.yml,uautomizer_default,ok,1,0,1,0,0,203.1,1633.0
eca-rers2012/Problem16_label41.yml,cbmc_default,ok,2,2,0,0,1,798.0,2017.8
eca-rers2012/Problem16_label41.yml,esbmc_default,ee,0,0,0,0,0,708.2,1724.5
eca-rers2012/Problem16_label41.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.0,887.3
eca-rers2012/Problem16_label41.yml,uautomizer_default,ok,1,1,0,0,0,403.8,2171.9
eca-rers2012/Problem16_label42.yml,cbmc_default,ee,0,0,0,0,0,875.6,2538.4
eca-rers2012/Problem16_label42.yml,esbmc_default,ok,1,0,1,0,1,16.6,377.3
eca-rers2012/Problem16_label42.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,776.3
eca-rers2012/Problem16_label42.yml,uautomizer_default,ok,1,0,1,0,0,192.7,1316.8
eca-rers2012/Problem16_label43.yml,cbmc_default,ok,2,2,0,0,1,784.1,2025.5
eca-rers2012/Problem16_label43.yml,esbmc_default,to,0,0,0,0,0,900.9,1668.8
eca-rers2012/Problem16_label43.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.5,756.1
eca-rers2012/Problem16_label43.yml,uautomizer_default,to,0,0,0,0,0,900.3,2885.7
eca-rers2012/Problem16_label44.yml,cbmc_default,ok,2,2,0,0,1,754.4,2020.0
eca-rers2012/Problem16_label44.yml,esbmc_default,ee,0,0,0,0,0,472.9,1426.6
eca-rers2012/Problem16_label44.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,714.9
eca-rers2012/Problem16_label44.yml,uautomizer_default,to,0,0,0,0,0,900.5,2181.8
eca-rers2012/Problem16_label45.yml,cbmc_default,ee,0,0,0,0,0,875.4,2072.5
eca-rers2012/Problem16_label45.yml,esbmc_default,ok,1,0,1,0,1,56.6,382.2
eca-rers2012/Problem16_label45.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.2,939.3
eca-rers2012/Problem16_label45.yml,uautomizer_default,ok,1,0,1,0,0,318.6,1852.8
eca-rers2012/Problem16_label46.yml,cbmc_default,ok,2,2,0,0,1,730.2,2037.0
eca-rers2012/Problem16_label46.yml,esbmc_default,to,0,0,0,0,0,900.9,1661.7
eca-rers2012/Problem16_label46.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.9,692.7
eca-rers2012/Problem16_label46.yml,uautomizer_default,ok,1,1,0,0,0,493.7,2425.3
eca-rers2012/Problem16_label47.yml,cbmc_default,ee,0,0,0,0,0,875.4,2528.1
eca-rers2012/Problem16_label47.yml,esbmc_default,ok,1,0,1,0,1,16.3,369.5
eca-rers2012/Problem16_label47.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.6,619.7
eca-rers2012/Problem16_label47.yml,uautomizer_default,ok,1,0,1,0,0,132.1,893.6
eca-rers2012/Problem16_label48.yml,cbmc_default,ee,0,0,0,0,0,875.5,2660.3
eca-rers2012/Problem16_label48.yml,esbmc_default,ok,1,0,1,0,1,16.0,373.7
eca-rers2012/Problem16_label48.yml,uautomizer_bitprecise,to,0,0,0,0,0,900.2,1063.4
eca-rers2012/Problem16_label48.yml,uautomizer_default,ok,1,0,1,0,0,158.3,1040.5
eca-rers2012/Problem16_label49.yml,cbmc_default,ee,0,0,0,0,0,875.7,2597.9
eca-rers2012/Problem16_label49.yml,esbmc_default,ok,1,0,1,0,1,16.0,355.9
eca-rers2012/Problem16_label49.yml,uautomizer_bitprecise,to,0,0,0,0,0,901.1,647.8
eca-rers2012/Problem16_label49.yml,uautomizer_default,ok,1,0,1,0,0,161.9,1146.0
eca-rers2012/Problem16_label50.yml,cbmc_default,ee,0,0,0,0,0,875.6,2592.1
